Chr	Start	End	CE_start	CE_end
NW_003301999.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_877, whole genome shotgun sequence	1	4368	2184	2684
NW_003301998.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_878, whole genome shotgun sequence	1	3930	1965	2465
NW_003301997.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_879, whole genome shotgun sequence	1	3924	1962	2462
NW_003301996.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_880, whole genome shotgun sequence	1	4021	2010.5	2510.5
NW_003301995.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_881, whole genome shotgun sequence	1	3916	1958	2458
NW_003301994.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_882, whole genome shotgun sequence	1	4320	2160	2660
NW_003301993.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_883, whole genome shotgun sequence	1	3909	1954.5	2454.5
NW_003301992.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_884, whole genome shotgun sequence	1	4431	2215.5	2715.5
NW_003301991.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_887, whole genome shotgun sequence	1	4269	2134.5	2634.5
NW_003301990.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_890, whole genome shotgun sequence	1	4249	2124.5	2624.5
NW_003301989.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_891, whole genome shotgun sequence	1	4007	2003.5	2503.5
NW_003301988.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_893, whole genome shotgun sequence	1	3862	1931	2431
NW_003301987.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_894, whole genome shotgun sequence	1	3855	1927.5	2427.5
NW_003301986.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_895, whole genome shotgun sequence	1	4136	2068	2568
NW_003301985.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_896, whole genome shotgun sequence	1	3846	1923	2423
NW_003301984.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_900, whole genome shotgun sequence	1	4145	2072.5	2572.5
NW_003301983.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_901, whole genome shotgun sequence	1	4359	2179.5	2679.5
NW_003301982.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_902, whole genome shotgun sequence	1	5000	2500	3000
NW_003301981.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_903, whole genome shotgun sequence	1	4408	2204	2704
NW_003301980.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_904, whole genome shotgun sequence	1	5088	2544	3044
NW_003301979.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_905, whole genome shotgun sequence	1	4260	2130	2630
NW_003301978.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_908, whole genome shotgun sequence	1	4028	2014	2514
NW_003301977.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_911, whole genome shotgun sequence	1	4098	2049	2549
NW_003301976.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_912, whole genome shotgun sequence	1	3771	1885.5	2385.5
NW_003301975.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_915, whole genome shotgun sequence	1	3754	1877	2377
NW_003301974.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_918, whole genome shotgun sequence	1	3747	1873.5	2373.5
NW_003301973.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_919, whole genome shotgun sequence	1	3737	1868.5	2368.5
NW_003301972.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_920, whole genome shotgun sequence	1	4123	2061.5	2561.5
NW_003301971.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_924, whole genome shotgun sequence	1	3704	1852	2352
NW_003301970.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_928, whole genome shotgun sequence	1	3697	1848.5	2348.5
NW_003301969.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_936, whole genome shotgun sequence	1	3647	1823.5	2323.5
NW_003301968.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_937, whole genome shotgun sequence	1	4338	2169	2669
NW_003301967.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_938, whole genome shotgun sequence	1	3779	1889.5	2389.5
NW_003301966.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_939, whole genome shotgun sequence	1	3631	1815.5	2315.5
NW_003301965.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_940, whole genome shotgun sequence	1	3938	1969	2469
NW_003301964.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_941, whole genome shotgun sequence	1	3726	1863	2363
NW_003301963.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_945, whole genome shotgun sequence	1	3617	1808.5	2308.5
NW_003301962.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_946, whole genome shotgun sequence	1	3616	1808	2308
NW_003301961.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_947, whole genome shotgun sequence	1	6058	3029	3529
NW_003301960.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_950, whole genome shotgun sequence	1	4273	2136.5	2636.5
NW_003301959.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_954, whole genome shotgun sequence	1	3584	1792	2292
NW_003301958.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_955, whole genome shotgun sequence	1	3571	1785.5	2285.5
NW_003301957.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_958, whole genome shotgun sequence	1	4209	2104.5	2604.5
NW_003301956.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_960, whole genome shotgun sequence	1	3538	1769	2269
NW_003301955.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_961, whole genome shotgun sequence	1	4838	2419	2919
NW_003301954.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_962, whole genome shotgun sequence	1	4142	2071	2571
NW_003301953.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_963, whole genome shotgun sequence	1	3949	1974.5	2474.5
NW_003301952.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_964, whole genome shotgun sequence	1	3891	1945.5	2445.5
NW_003301951.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_965, whole genome shotgun sequence	1	3785	1892.5	2392.5
NW_003301950.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_968, whole genome shotgun sequence	1	4042	2021	2521
NW_003301949.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_970, whole genome shotgun sequence	1	4154	2077	2577
NW_003301948.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_971, whole genome shotgun sequence	1	4079	2039.5	2539.5
NW_003301947.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_975, whole genome shotgun sequence	1	3568	1784	2284
NW_003301946.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_976, whole genome shotgun sequence	1	4054	2027	2527
NW_003301945.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_977, whole genome shotgun sequence	1	4214	2107	2607
NW_003301944.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_978, whole genome shotgun sequence	1	4265	2132.5	2632.5
NW_003301943.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_979, whole genome shotgun sequence	1	3792	1896	2396
NW_003301942.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_981, whole genome shotgun sequence	1	4203	2101.5	2601.5
NW_003301941.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_982, whole genome shotgun sequence	1	3429	1714.5	2214.5
NW_003301940.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_983, whole genome shotgun sequence	1	3426	1713	2213
NW_003301939.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_984, whole genome shotgun sequence	1	3958	1979	2479
NW_003301938.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_986, whole genome shotgun sequence	1	4114	2057	2557
NW_003301937.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_987, whole genome shotgun sequence	1	4148	2074	2574
NW_003301936.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_989, whole genome shotgun sequence	1	4061	2030.5	2530.5
NW_003301935.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_990, whole genome shotgun sequence	1	4503	2251.5	2751.5
NW_003301934.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_991, whole genome shotgun sequence	1	3657	1828.5	2328.5
NW_003301933.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_992, whole genome shotgun sequence	1	3872	1936	2436
NW_003301932.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_993, whole genome shotgun sequence	1	3636	1818	2318
NW_003301931.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_994, whole genome shotgun sequence	1	4210	2105	2605
NW_003301930.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_996, whole genome shotgun sequence	1	3769	1884.5	2384.5
NW_003301929.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_998, whole genome shotgun sequence	1	3458	1729	2229
NW_003301928.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_999, whole genome shotgun sequence	1	3250	1625	2125
NW_003301927.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1000, whole genome shotgun sequence	1	3807	1903.5	2403.5
NW_003301926.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1001, whole genome shotgun sequence	1	3881	1940.5	2440.5
NW_003301925.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1003, whole genome shotgun sequence	1	3794	1897	2397
NW_003301924.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1005, whole genome shotgun sequence	1	3927	1963.5	2463.5
NW_003301923.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1006, whole genome shotgun sequence	1	3877	1938.5	2438.5
NW_003301922.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1007, whole genome shotgun sequence	1	3901	1950.5	2450.5
NW_003301921.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1008, whole genome shotgun sequence	1	3858	1929	2429
NW_003301920.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1010, whole genome shotgun sequence	1	3854	1927	2427
NW_003301919.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1012, whole genome shotgun sequence	1	3507	1753.5	2253.5
NW_003301918.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1014, whole genome shotgun sequence	1	3862	1931	2431
NW_003301917.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1015, whole genome shotgun sequence	1	3932	1966	2466
NW_003301916.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1017, whole genome shotgun sequence	1	3499	1749.5	2249.5
NW_003301915.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1019, whole genome shotgun sequence	1	4049	2024.5	2524.5
NW_003301914.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1020, whole genome shotgun sequence	1	3919	1959.5	2459.5
NW_003301913.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1021, whole genome shotgun sequence	1	3008	1504	2004
NW_003301912.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1022, whole genome shotgun sequence	1	3679	1839.5	2339.5
NW_003301911.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1025, whole genome shotgun sequence	1	3368	1684	2184
NW_003301910.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1029, whole genome shotgun sequence	1	3768	1884	2384
NW_003301909.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1031, whole genome shotgun sequence	1	3861	1930.5	2430.5
NW_003301908.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1032, whole genome shotgun sequence	1	3379	1689.5	2189.5
NW_003301907.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1033, whole genome shotgun sequence	1	3660	1830	2330
NW_003301906.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1034, whole genome shotgun sequence	1	3146	1573	2073
NW_003301905.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1040, whole genome shotgun sequence	1	3746	1873	2373
NW_003301904.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1041, whole genome shotgun sequence	1	3612	1806	2306
NW_003301903.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1043, whole genome shotgun sequence	1	3621	1810.5	2310.5
NW_003301902.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1044, whole genome shotgun sequence	1	2691	1345.5	1845.5
NW_003301901.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1046, whole genome shotgun sequence	1	3782	1891	2391
NW_003301900.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1048, whole genome shotgun sequence	1	3927	1963.5	2463.5
NW_003301899.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1052, whole genome shotgun sequence	1	3641	1820.5	2320.5
NW_003301898.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1053, whole genome shotgun sequence	1	4104	2052	2552
NW_003301897.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1054, whole genome shotgun sequence	1	3622	1811	2311
NW_003301896.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1056, whole genome shotgun sequence	1	3510	1755	2255
NW_003301895.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1057, whole genome shotgun sequence	1	3517	1758.5	2258.5
NW_003301894.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1058, whole genome shotgun sequence	1	3585	1792.5	2292.5
NW_003301893.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1061, whole genome shotgun sequence	1	3854	1927	2427
NW_003301892.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1064, whole genome shotgun sequence	1	3571	1785.5	2285.5
NW_003301891.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1069, whole genome shotgun sequence	1	3355	1677.5	2177.5
NW_003301890.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1070, whole genome shotgun sequence	1	3525	1762.5	2262.5
NW_003301889.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1072, whole genome shotgun sequence	1	3249	1624.5	2124.5
NW_003301888.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1074, whole genome shotgun sequence	1	3416	1708	2208
NW_003301887.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1076, whole genome shotgun sequence	1	4311	2155.5	2655.5
NW_003301886.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1078, whole genome shotgun sequence	1	3595	1797.5	2297.5
NW_003301885.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1080, whole genome shotgun sequence	1	1964	982	1482
NW_003301884.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1082, whole genome shotgun sequence	1	3428	1714	2214
NW_003301883.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1084, whole genome shotgun sequence	1	1840	920	1420
NW_003301882.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1085, whole genome shotgun sequence	1	3303	1651.5	2151.5
NW_003301881.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1086, whole genome shotgun sequence	1	1720	860	1360
NW_003301880.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1087, whole genome shotgun sequence	1	3400	1700	2200
NW_003301879.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1089, whole genome shotgun sequence	1	1632	816	1316
NW_003301878.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1090, whole genome shotgun sequence	1	1576	788	1288
NW_003301877.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1091, whole genome shotgun sequence	1	1567	783.5	1283.5
NW_003301876.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1094, whole genome shotgun sequence	1	1447	723.5	1223.5
NW_003301875.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1095, whole genome shotgun sequence	1	1425	712.5	1212.5
NW_003301874.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1096, whole genome shotgun sequence	1	1413	706.5	1206.5
NW_003301873.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1097, whole genome shotgun sequence	1	3259	1629.5	2129.5
NW_003301872.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1099, whole genome shotgun sequence	1	1362	681	1181
NW_003301871.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1102, whole genome shotgun sequence	1	1249	624.5	1124.5
NW_003301870.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1105, whole genome shotgun sequence	1	1194	597	1097
NW_003301869.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1106, whole genome shotgun sequence	1	1174	587	1087
NW_003301868.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1109, whole genome shotgun sequence	1	1083	541.5	1041.5
NW_003301867.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1111, whole genome shotgun sequence	1	1078	539	1039
NW_003301866.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1112, whole genome shotgun sequence	1	1047	523.5	1023.5
NW_003301865.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1113, whole genome shotgun sequence	1	1037	518.5	1018.5
NW_003301864.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1116, whole genome shotgun sequence	1	1032	516	1016
NW_003301863.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1117, whole genome shotgun sequence	1	1017	508.5	1008.5
NW_003301862.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_1118, whole genome shotgun sequence	1	1005	502.5	1002.5
NC_034379.1 Arabidopsis lyrata subsp. lyrata chloroplast DNA, complete genome, strain: MN47	1	154923	77461.5	77961.5
